source,target
35726,14750344
35728,35233
35730,35733
35732,35233
35734,35233
35736,35235
35738,34698
35739,16972981
35741,35234
35743,35737
35745,35139
35747,35751
35749,35685
35751,35231
35753,35231
35755,34742
35757,35237
35759,34735
35762,35139
35764,35692
35766,35233
35767,50851
35769,15799
35771,34739
35773,35917
35775,35236
35777,35707
35779,35778
35781,35780
35783,35781
35785,35710
35787,36325
35789,35792
35791,35239
35793,36087
35795,35240
35797,48998
35798,15786
35799,61881
35800,15990
35802,35803
35803,771
35805,65219
35807,51362
35809,34729
35811,34628
35813,34628
35814,11009
35815,6125
35816,771
35817,11361
35819,34720
35820,11158
35822,35823
35823,34870
35825,34545
35826,1814
35828,35838
35830,35011
35833,38659
35835,3434750
35838,35828
35840,35839
35841,26748
35843,34730
35845,34906
35846,28146
35848,34705
35850,35847
35852,35850
35853,19349
35855,31874
35857,35808
35859,34907
35860,34744
35862,36635
35865,36635
35867,36635
35869,35868
35871,35870
35874,35873
35876,35875
35878,35879
35880,35881
35882,35891
35884,35658
35885,34739
35887,34740
35889,34942
35891,34942
35892,18716923
35894,35031
35896,35032
35898,50442
35900,35176
35902,35935
35904,36296
35906,34645
35908,35174
35910,35030
35912,35120
35914,35771
35916,35914
35918,35920
35920,34740
35923,35935
35925,35030
35927,35027
35929,35027
35933,35170
35935,34877
35936,36633
35936,35133
35938,35158
35938,34567
35938,10671
35940,35011
35940,52178
35941,48060
35942,50521
35945,35040
35947,21148
35949,19331
35952,14727
35967,59715
35974,45470
35981,113090
35984,35983
36025,5921
36031,1797
36034,27859
36036,34738
36038,27670
36041,35165
36043,35158
36044,1689
36046,36059
36048,40083
36050,36391
36052,40087
36054,36047
36056,36059
36058,39997
36060,36059
36062,36445
36063,51491
36066,35166
36067,45371
36069,6097
36071,37770
36075,34740
36077,35042
36079,35037
36081,35042
36083,40032
36085,35237
36087,35793
36088,25955086
36098,34567
36108,22286
36116,36174
36117,9316
36119,36121
36121,36371
36123,36345
36125,34567
36127,35116
36130,35148
36132,180279
36137,35116
36143,32431
36156,26873
36161,42465
36162,26284
36163,15954
36164,36397
36169,36298
36170,34877
36172,35118
36174,38683
36176,34860
36178,34693
36180,34758
36185,34728
36188,11432
36190,34692
36192,34625
36197,15406
36204,38613
36206,36208
36208,36207
36210,42412
36212,39558
36213,19004
36215,34644
36217,38921
36221,34957
36223,14627
36225,36398
36227,38681
36228,34569
36231,35130
36232,35042
36234,36241
36236,36235
36238,35132
36240,35131
36241,148585
36244,40021
36246,36248
36248,36252
36250,34871
36252,35134
36254,35132
36256,35132
36258,35172
36260,39992
36262,36064
36264,36279
36266,36267
36268,36267
36270,36272
36272,36045
36274,35543
36276,34925
36278,34644
36280,34644
36282,35176
36284,77931
36286,21241
36289,36294
36290,15847
36293,35935
36296,36695
36298,36172
36300,42473
36302,39556
36303,22278
36305,35132
36307,35129
36309,36308
36311,36310
36313,36316
36315,36318
36317,36319
36319,35238
36320,34740
36322,34735
36324,34735
36326,35132
36328,34741
36330,35044
36332,34741
36334,35133
36336,34741
36338,2345
36340,34735
36342,34740
36345,35153
36347,35032
36349,35029
36352,35236
36354,35130
36356,36445
36358,39967
36360,39964
36362,39552
36364,39517
36366,36431
36368,39538
36370,34633
36372,34633
36376,36377
36378,36382
36380,36383
36382,36332
36384,36231
36386,36354
36388,35043
36390,36254
36394,36412
36396,36442
36398,34558
36400,35038
36402,35037
36404,34739
36407,35133
36409,35134
36410,3415
36412,18603746
36414,34740
36416,34740
36418,35175
36420,35897
36422,35175
36424,35170
36426,34739
36428,37780
36430,36345
36433,35170
36435,34645
36437,35174
36439,50309
36441,36443
36444,36440
36446,39982
36448,48420
36458,35670
36465,36693
36511,57572
36517,160788
36531,33094374
36545,9239
36563,20491903
36579,81271
36586,844
36592,19283873
36610,35165
36615,26168
36631,44948
36634,42843
36637,153612
36656,15573
36666,35492
36674,22428
36684,11525
36688,36686
36692,36043
36695,35935
36698,36660
36701,36051
36717,143904
36722,36635
36741,13882056
36743,7401
36754,34672
36768,28582
36782,21462
36786,55205
36796,20369
36807,12663
36812,36487
36835,19622
36848,3459
36858,18967
36869,18976
36877,25445
36880,31607
36886,14532
36891,12207
36895,182190
36898,52165
36900,19541
36914,50484
36922,16125
36937,66921
36942,27866702
36960,21504235
36972,34675
36979,56217
36984,34676
36995,34558
36997,14532
37000,9209651
37008,16743
37010,26833
37034,169300
37045,34915
37056,34545
37056,5488304
37056,25414
37062,49938
37067,8378
37068,59062
37076,4772
37085,10363
37105,3391396
37124,103063
37141,37168
37146,43451
37153,34557
37154,46253
37168,35502
37175,34655
37179,7491
37190,21476352
37201,142464
37207,19673093
37211,22332
37229,21443
37245,627
37257,5659
37266,11867
37277,43710
37291,5869
37292,29922
37304,95184
37310,40737
37310,40836
37310,4779798
37310,40997
37310,9426
37310,41193
37310,41278
37310,41359
37310,22498
37310,41598
37310,41672
37310,41732
37310,41801
37313,162617
37320,26787
37321,37962
37321,21978
37321,157946
37325,59172
37332,34641
37335,34615
37342,34691
37342,42558
37346,4887
37353,132116
37358,168008
37371,19352
37377,32087
37389,37388
37397,15573
37401,23055
37403,31750
37409,23056
37411,33306
37422,17006
37441,56561
37449,78478
37450,25507
37479,23716
37503,4699587
37506,50582
37514,22054
37526,17547
37534,8569916
37537,15990
37548,14848
37554,34717
37558,263991
37568,15573
37570,33265
37581,25391
37584,146568
37586,7599
37602,88295
37605,99997
37611,34703
37622,28957716
37640,19446
37650,22915
37653,26989
37663,24010
37674,100005
37694,73374
37713,15996
37726,18839
37735,25412
37742,15626
37747,84326
37751,66577
37757,149264
37774,5042916
37780,23417070
37787,1273
37796,88857
37796,9096372
37803,24176
37831,28506
37838,19836
37845,37847
37851,40250
37857,10152
37866,16329
37875,21527
37899,42827
37905,7534
37914,34763
37918,42644
37922,43799
37925,42644
37929,35514
37934,38386
37944,44776
37955,58647
37960,48768
37963,3415
37963,31717
37966,14533
37987,1052571
37998,34669
38007,165537
38024,161711
38041,19702
38053,34742
38068,5042916
38078,4345
38091,16028
38099,184908
38117,34751
38124,3390
38130,180018
38145,39038
38151,7515928
38156,5593
38156,29831
38168,128608
38174,39952
38180,8550
38188,34755
38204,38889
38219,9534
38235,47944
38245,189039
38248,156938
38253,40676
38262,19200
38272,160816
38278,34750
38284,147442
38290,34708
38301,1129
38306,30046
38310,60920
38327,57595
38339,42476
38352,153833
38372,5278
38376,159467
38382,151069
38393,38193
38405,38172
38412,38595
38414,183615
38414,33165
38419,57916
38428,143912
38434,38435
38446,85451
38452,23317
38458,15043
38473,5742
38481,32807
38484,10878
38490,24600
38501,34558
38523,34665
38523,90605
38523,89764
38529,15179
38542,10854684
38550,35072
38556,35052
38556,35529
38556,58726
38569,40082
38572,25890428
38577,11141
38586,11424
38589,35147
38590,24303
38592,35247
38594,34567
38596,34868
38597,21148
38599,34567
38601,38600
38604,34889
38605,34569
38607,36204
38608,13530298
38611,11037
38614,36224
38617,34570
38618,22525
38622,36203
38624,35095
38627,36194
38629,11006
38631,38629
38633,34906
38634,17260
38636,35542
38639,35045
38641,35045
38642,25391
38644,2483
38646,38644
38648,34906
38650,38653
38652,36203
38654,34693
38655,15954
38657,34907
38659,35057
38661,38664
38663,38617
38665,35228
38666,54386
38668,38666
38671,35099
38674,35081
38676,35144
38677,36228
38678,35502
38678,5058739
38680,35228
38682,34944
38683,24120
38684,26113
38686,36227
38688,35116
38690,36226
38692,38691
38694,34996
38695,18933066
38697,38695
38699,38697
38701,38706
38702,5635
38705,15787
38707,38663
38710,34781
38719,8078
38728,36693
38730,38732
38732,38729
38743,19283920
38746,5058739
38769,4100
38774,6886
38776,4848143
38786,38780
38801,19447
38813,33295
38826,77413
38838,13790
38848,34594
38853,82813
38860,37585
38866,180203
38872,18836
38880,36511
38881,25507
38892,131381
38898,55909
38908,78452
38919,34924
38923,18425
38927,35195
38930,14168
38933,16005
38939,45353
38950,6644
38953,34751
38956,39276
38965,42620
38972,7954681
38983,33623
38998,44312
38999,25391
39009,22673
39027,11009
39034,59062
39047,11846
39049,18426501
39052,38642
39062,88940
39066,6623
39066,28272
39071,35192
39086,42971
39089,34953
39089,23041
39096,21764
39109,36394
39109,38275275
39116,34630
39129,15476
39155,1994
39173,20206
39184,33879
39201,4092
39208,5416
39220,28272
39237,63924
39245,87008
39256,34551
39277,16619
39284,11125
39287,16088
39299,18723138
39315,27619138
39345,34595
39353,46950
39359,87580
39377,18884
39389,21362
39406,50652
39425,34549
39435,17327
39445,28766
39464,27112
39473,34950
39473,863
39484,36343
39485,5489
39487,35500
39488,23368424
39489,42335
39491,34843
39492,39495
39494,34996
39496,39497
39498,39497
39500,39501
39502,39504
39504,39503
39506,34996
39508,36343
39510,36345
39512,39516
39514,36119
39516,36430
39518,34567
39520,58726
39523,36432
39525,39520
39527,39525
39529,3446
39531,80140
39532,46531
39534,34567
39536,36345
39539,35152
39541,35152
39542,39544
39544,39548
39546,36371
39548,36345
39550,36345
39552,36343
39554,34625
39557,36121
39559,36430
39561,36212
39566,12855
39569,39570
39574,27992
39582,14579
39594,55880
39616,53113
39620,21780
39635,3434750
39648,39665
39657,4183
39660,34614
39663,50650
39673,1370
39681,36984
39696,171920
39705,18994087
39715,31259
39721,38678
39731,16215
39736,18437
39747,6911
39749,76973
39760,28266
39764,34555
39767,34602
39768,1519
39776,14539
39792,42315
39817,62641
39834,22939
39847,39628
39864,65533
39882,62027
39892,65313
39895,39898
39897,39899
39899,39904
39901,36343
39904,34843
39906,36343
39908,34996
39910,34567
39914,35153
39917,36344
39920,39916
39922,39921
39925,39922
39927,39928
39929,39932
39931,39510
39934,36192
39938,61979
39943,16972981
39945,26415
39948,11063
39950,34625
39953,36220
39955,36444
39957,39953
39959,39958
39961,36446
39963,39959
39965,36360
39967,39968
39970,39967
39972,36363
39974,36366
39976,34644
39978,34878
39980,35152
39982,36431
39984,36446
39986,34644
39988,35151
39990,35151
39992,34625
39995,35166
39997,40001
39999,40000
40001,40000
40003,34986
40005,40062
40007,34645
40009,40086
40011,36459
40014,36059
40021,48024
40023,40022
40026,40027
40031,38728
40033,36465
40036,40032
40039,36695
40041,40040
40043,35935
40045,34645
40047,34644
40050,34738
40055,40056
40060,36441
40062,36442
40064,36443
40066,40069
40068,42482
40071,35166
40073,34633
40076,36161
40078,34985
40080,36048
40082,36050
40084,35166
40086,40087
40088,38921
40091,40094
40093,36060
40095,36441
40097,9288
40112,34664
40114,1805
40124,38493
40133,37808
40148,36698
40150,70104
40166,6082
40173,96921
40173,25458
40176,9252
40178,20555
40183,55512
40189,44244
40202,34857
40205,11867
40211,23501
40216,39492
40221,6886
40225,36185
40229,18778516
40232,180131
40238,34790
40243,15990
40249,960
40259,9316
40282,43395
40288,34784
40292,42228
40303,34746
40313,22760983
40320,36563
40326,14563
40336,53664
40344,42937
40347,27485485
40355,21490975
40365,163242
40375,40226
40392,3378
40394,164856
40400,5180
40402,19977
40406,36437
40411,53555
40417,34620
40420,25429554
40435,35517
40441,34617
40441,61338
40449,16324
40462,34616
40473,115328
40486,11867
40497,30128
40501,36170
40506,49492
40513,33299
40525,15846
40533,40608
40539,13467
40543,34601
40546,38631
40546,48946
40548,34981
40562,34612
40568,19283265
40577,24028
40584,61708
40597,34900
40608,65969
40628,38678
40630,17238662
40630,151916
40643,6806
40651,10779
40656,44877
40658,185856
40674,35945
40682,33094374
40688,20637
40696,41904
40708,159886
40721,47474
40730,40731
40737,41264
40743,114483
40743,82118
40749,37310
40755,26668156
40762,37310
40769,41882
40778,41807
40785,41969
40791,41882
40799,3364
40804,10835
40810,36934
40816,41453
40823,37310
40830,40898
40838,41882
40845,10181
40849,20053521
40859,33094374
40864,41367
40869,20053521
40876,41882
40883,29831
40891,145605
40895,41551
40898,29234
40905,33094374
40914,24389
40922,18985062
40929,37310
40936,37310
40944,181594
40950,22747
40958,40821
40967,40877
40973,40914
40978,33094374
40986,76323
40992,37310
40998,37310
41003,40785
41009,41882
41016,40829
41023,37310
41029,41551
41038,3397
41045,7878457
41050,43606955
41056,43081
41065,40967
41072,37310
41079,46982
41085,103798
41092,19716
41098,9426
41105,42188
41111,41882
41118,41882
41123,33094374
41132,18985062
41140,41397
41147,29831
41155,47537
41160,30003
41166,33516
41172,42935
41176,41177
41184,33094374
41192,10779
41199,41275
41205,33094374
41215,37310
41224,40962
41231,41458
41237,41204
41243,33094374
41250,17524
41256,41012
41264,18985040
41270,37310
41277,76323
41285,40919
41290,15368428
41296,41600
41301,17939
41308,41882
41317,3372377
41321,15368428
41329,8286675
41337,41807
41345,41327
41354,40845
41363,8286675
41370,33094374
41378,41317
41385,33094374
41389,33094374
41397,37310
41403,41264
41409,23615
41415,86248
41419,41882
41426,3372377
41437,33094374
41443,33094374
41455,40914
41462,41463
41467,3372377
41476,42935
41483,42167
41488,41882
41495,18985040
41503,37310
41515,38493
41527,18839
41534,14539
41536,34662
41545,20906
41552,33094374
41562,34981
41564,23259
41571,40934
41577,41275
41585,40829
41591,23615
41600,50643
41609,40870
41615,154536
41623,37310
41630,41882
41639,41003
41645,18842
41652,30003
41660,14121
41665,37310
41672,40884
41676,37310
41681,41415
41688,41882
41694,37310
41700,6547
41704,4499
41711,43606955
41718,18985040
41725,41659
41735,37310
41742,87837
41749,40785
41756,36934
41764,21785
41774,5309
41781,19828134
41788,37310
41796,3364
41800,146145
41807,41367
41812,41807
41820,37310
41825,46544
41833,33094374
41843,5783
41849,18985062
41854,43606955
41861,5309
41866,18985062
41872,7878457
41881,23245410
41896,34911
41904,4932111
41913,41684
41932,174247
41953,124802
41958,21347693
41964,52717
41977,34754
41987,34865
41997,21527
42009,34666
42012,61673
42017,1154
42017,22542
42029,76972
42031,18488
42043,7279897
42048,45599
42061,23775494
42074,71725
42080,9239
42090,21447
42098,19635
42105,3414021
42108,4254144
42115,13530298
42120,15660
42121,1442
42121,22340
42127,36223
42132,93084
42136,11170
42147,34671
42149,19555
42154,19377014
42157,15817
42160,72760
42172,11955
42178,148780
42179,37754
42183,22058
42195,113362
42196,187504
42200,34556
42212,52497
42224,68323
42229,19189
42245,3457
42261,33306
42277,24447
42293,63105
42302,35828
42311,52710
42315,45752
42320,36432
42325,32693
42345,151055
42350,334751
42350,14531
42350,21255
42350,30158
42356,125293
42356,251720
42357,34717
42357,45967
42370,34602
42373,9127632
42378,43779
42379,87384
42386,72445
42398,35862
42399,31769
42411,36741
42412,36161
42424,266590
42437,6522
42445,33306
42454,35163
42456,36043
42459,36296
42461,35934
42463,42462
42465,35052
42467,35069
42469,42471
42471,34738
42473,36061
42475,35119
42477,36047
42481,36444
42483,36446
42485,2881
42487,34644
42489,15862
42491,36443
42493,34625
42496,36412
42497,37407
42499,163334
42501,34633
42503,39989
42505,34644
42508,35151
42510,36432
42512,34625
42514,34633
42521,34677
42524,35670
42527,35318
42532,18426
42541,34749
42542,26779
42547,34791
42551,23251708
42558,23440
42564,23366462
42572,26370
42583,39502
42589,18549
42603,62414
42607,38802
42620,34575
42622,5865
42635,34610
42642,44149
42643,35571
42646,34656
42646,24113
42649,63135
42652,624
42674,12354
42680,42683
42683,42643
42686,42685
42691,18842471
42704,698
42709,12531
42720,106515
42730,34549
42730,32927
42737,38546
42752,21272
42761,43536
42764,26194259
42778,35492
42780,9576
42782,35154
42784,35311
42786,34743
42787,26779
42788,31131
42790,34742
42798,166121
42803,32441
42810,34741
42812,44383
42814,75258
42825,36666
42827,6555
42831,36631
42833,35866
42836,36635
42841,145353
42848,42850
42851,42850
42856,30128
42869,20003
42880,22915
42890,34650
42897,23821
42900,49234
42905,8724
42910,13191
42937,40786
42951,36721
42952,11007
42954,47383
42965,23742684
42966,34846
42971,11360
42986,66819
42996,43675
43006,178244
43017,25237
43037,17514
43050,21147
43063,20315
43076,34218
43085,61211
43093,18963787
43097,26805
43108,18949879
43108,20925
43113,34598
43125,34632
43127,43126
43139,34774
43147,25391
43177,11039790
43207,43116674
43221,172474
43226,46945
43236,48489
43243,72346
43245,48594
43247,11974
43247,32927
43268,30395
43271,45233
43281,50715
43303,34147
43312,187081
43316,14539
43331,34631
43337,70647
43338,34652
43338,15992
43345,88945
43357,6548
43371,15085
43379,7063
43389,85024
43407,34956
43413,47788
43416,28825
43428,34597
43449,35499
43451,52482
43455,36331
43455,35703
43459,42836
43460,35359
43460,59299
43460,54780
43464,188847
43464,188281
43468,69894
43472,63437
43478,176271
43482,34594
43482,150530
43483,34677
43485,6889
43487,25685
43494,24698694
43501,11867
43507,14532
43519,52495
43529,42993
43529,67422
43529,74825
43529,54166
43529,73452
43529,151636
43533,158901
43537,34548
43551,26750
43567,737
43573,71792
43577,24845
43583,25504
43589,19053
43596,26700
43602,12108
43608,19283920
43617,34568
43653,8519
43675,61849
